model,mode,fold,img1,img2,similarity,label
deepface,FF,10,cfp-dataset\Data\Images\452\frontal\03.jpg,cfp-dataset\Data\Images\452\frontal\10.jpg,0.552673,1
deepface,FF,10,cfp-dataset\Data\Images\452\frontal\06.jpg,cfp-dataset\Data\Images\452\frontal\09.jpg,0.404740,1
deepface,FF,10,cfp-dataset\Data\Images\452\frontal\08.jpg,cfp-dataset\Data\Images\452\frontal\09.jpg,0.556426,1
deepface,FF,10,cfp-dataset\Data\Images\452\frontal\10.jpg,cfp-dataset\Data\Images\452\frontal\07.jpg,0.181089,1
deepface,FF,10,cfp-dataset\Data\Images\453\frontal\07.jpg,cfp-dataset\Data\Images\453\frontal\05.jpg,0.606581,1
deepface,FF,10,cfp-dataset\Data\Images\453\frontal\07.jpg,cfp-dataset\Data\Images\453\frontal\04.jpg,0.390440,1
deepface,FF,10,cfp-dataset\Data\Images\453\frontal\04.jpg,cfp-dataset\Data\Images\453\frontal\03.jpg,0.560057,1
deepface,FF,10,cfp-dataset\Data\Images\453\frontal\10.jpg,cfp-dataset\Data\Images\453\frontal\03.jpg,0.641282,1
deepface,FF,10,cfp-dataset\Data\Images\453\frontal\01.jpg,cfp-dataset\Data\Images\453\frontal\08.jpg,0.543058,1
deepface,FF,10,cfp-dataset\Data\Images\453\frontal\09.jpg,cfp-dataset\Data\Images\453\frontal\06.jpg,0.681312,1
deepface,FF,10,cfp-dataset\Data\Images\453\frontal\06.jpg,cfp-dataset\Data\Images\453\frontal\05.jpg,0.689533,1
deepface,FF,10,cfp-dataset\Data\Images\454\frontal\04.jpg,cfp-dataset\Data\Images\454\frontal\06.jpg,0.708135,1
deepface,FF,10,cfp-dataset\Data\Images\454\frontal\02.jpg,cfp-dataset\Data\Images\454\frontal\07.jpg,0.665075,1
deepface,FF,10,cfp-dataset\Data\Images\454\frontal\02.jpg,cfp-dataset\Data\Images\454\frontal\09.jpg,0.080076,1
deepface,FF,10,cfp-dataset\Data\Images\454\frontal\05.jpg,cfp-dataset\Data\Images\454\frontal\07.jpg,0.633529,1
deepface,FF,10,cfp-dataset\Data\Images\454\frontal\01.jpg,cfp-dataset\Data\Images\454\frontal\02.jpg,0.903193,1
deepface,FF,10,cfp-dataset\Data\Images\454\frontal\02.jpg,cfp-dataset\Data\Images\454\frontal\06.jpg,0.942115,1
deepface,FF,10,cfp-dataset\Data\Images\454\frontal\07.jpg,cfp-dataset\Data\Images\454\frontal\05.jpg,0.633529,1
deepface,FF,10,cfp-dataset\Data\Images\455\frontal\01.jpg,cfp-dataset\Data\Images\455\frontal\02.jpg,0.838878,1
deepface,FF,10,cfp-dataset\Data\Images\455\frontal\09.jpg,cfp-dataset\Data\Images\455\frontal\01.jpg,0.726121,1
deepface,FF,10,cfp-dataset\Data\Images\455\frontal\10.jpg,cfp-dataset\Data\Images\455\frontal\07.jpg,0.805680,1
deepface,FF,10,cfp-dataset\Data\Images\455\frontal\04.jpg,cfp-dataset\Data\Images\455\frontal\03.jpg,0.830473,1
deepface,FF,10,cfp-dataset\Data\Images\455\frontal\02.jpg,cfp-dataset\Data\Images\455\frontal\07.jpg,0.840161,1
deepface,FF,10,cfp-dataset\Data\Images\455\frontal\04.jpg,cfp-dataset\Data\Images\455\frontal\07.jpg,0.825609,1
deepface,FF,10,cfp-dataset\Data\Images\455\frontal\03.jpg,cfp-dataset\Data\Images\455\frontal\09.jpg,0.883466,1
deepface,FF,10,cfp-dataset\Data\Images\456\frontal\06.jpg,cfp-dataset\Data\Images\456\frontal\03.jpg,0.604816,1
deepface,FF,10,cfp-dataset\Data\Images\456\frontal\02.jpg,cfp-dataset\Data\Images\456\frontal\10.jpg,0.490893,1
deepface,FF,10,cfp-dataset\Data\Images\456\frontal\01.jpg,cfp-dataset\Data\Images\456\frontal\07.jpg,0.488837,1
deepface,FF,10,cfp-dataset\Data\Images\456\frontal\03.jpg,cfp-dataset\Data\Images\456\frontal\01.jpg,0.691780,1
deepface,FF,10,cfp-dataset\Data\Images\456\frontal\07.jpg,cfp-dataset\Data\Images\456\frontal\08.jpg,0.624266,1
deepface,FF,10,cfp-dataset\Data\Images\456\frontal\01.jpg,cfp-dataset\Data\Images\456\frontal\08.jpg,0.635523,1
deepface,FF,10,cfp-dataset\Data\Images\456\frontal\01.jpg,cfp-dataset\Data\Images\456\frontal\09.jpg,0.726859,1
deepface,FF,10,cfp-dataset\Data\Images\457\frontal\07.jpg,cfp-dataset\Data\Images\457\frontal\09.jpg,0.778789,1
deepface,FF,10,cfp-dataset\Data\Images\457\frontal\02.jpg,cfp-dataset\Data\Images\457\frontal\04.jpg,0.882030,1
deepface,FF,10,cfp-dataset\Data\Images\457\frontal\03.jpg,cfp-dataset\Data\Images\457\frontal\07.jpg,0.519963,1
deepface,FF,10,cfp-dataset\Data\Images\457\frontal\01.jpg,cfp-dataset\Data\Images\457\frontal\02.jpg,0.868554,1
deepface,FF,10,cfp-dataset\Data\Images\457\frontal\02.jpg,cfp-dataset\Data\Images\457\frontal\09.jpg,0.662945,1
deepface,FF,10,cfp-dataset\Data\Images\457\frontal\09.jpg,cfp-dataset\Data\Images\457\frontal\06.jpg,0.289110,1
deepface,FF,10,cfp-dataset\Data\Images\457\frontal\01.jpg,cfp-dataset\Data\Images\457\frontal\07.jpg,0.545885,1
deepface,FF,10,cfp-dataset\Data\Images\458\frontal\01.jpg,cfp-dataset\Data\Images\458\frontal\08.jpg,0.778001,1
deepface,FF,10,cfp-dataset\Data\Images\458\frontal\07.jpg,cfp-dataset\Data\Images\458\frontal\03.jpg,0.681585,1
deepface,FF,10,cfp-dataset\Data\Images\458\frontal\08.jpg,cfp-dataset\Data\Images\458\frontal\06.jpg,0.871182,1
deepface,FF,10,cfp-dataset\Data\Images\458\frontal\07.jpg,cfp-dataset\Data\Images\458\frontal\09.jpg,0.821331,1
deepface,FF,10,cfp-dataset\Data\Images\458\frontal\04.jpg,cfp-dataset\Data\Images\458\frontal\07.jpg,0.653503,1
deepface,FF,10,cfp-dataset\Data\Images\458\frontal\05.jpg,cfp-dataset\Data\Images\458\frontal\08.jpg,0.659991,1
deepface,FF,10,cfp-dataset\Data\Images\458\frontal\04.jpg,cfp-dataset\Data\Images\458\frontal\01.jpg,0.774367,1
deepface,FF,10,cfp-dataset\Data\Images\459\frontal\08.jpg,cfp-dataset\Data\Images\459\frontal\03.jpg,0.862661,1
deepface,FF,10,cfp-dataset\Data\Images\459\frontal\05.jpg,cfp-dataset\Data\Images\459\frontal\06.jpg,0.665750,1
deepface,FF,10,cfp-dataset\Data\Images\459\frontal\03.jpg,cfp-dataset\Data\Images\459\frontal\10.jpg,0.738934,1
deepface,FF,10,cfp-dataset\Data\Images\459\frontal\10.jpg,cfp-dataset\Data\Images\459\frontal\09.jpg,0.680599,1
deepface,FF,10,cfp-dataset\Data\Images\459\frontal\03.jpg,cfp-dataset\Data\Images\459\frontal\05.jpg,0.739465,1
deepface,FF,10,cfp-dataset\Data\Images\459\frontal\01.jpg,cfp-dataset\Data\Images\459\frontal\09.jpg,0.668199,1
deepface,FF,10,cfp-dataset\Data\Images\459\frontal\09.jpg,cfp-dataset\Data\Images\459\frontal\07.jpg,0.804608,1
deepface,FF,10,cfp-dataset\Data\Images\460\frontal\10.jpg,cfp-dataset\Data\Images\460\frontal\09.jpg,0.575376,1
deepface,FF,10,cfp-dataset\Data\Images\460\frontal\10.jpg,cfp-dataset\Data\Images\460\frontal\05.jpg,0.616672,1
deepface,FF,10,cfp-dataset\Data\Images\460\frontal\07.jpg,cfp-dataset\Data\Images\460\frontal\06.jpg,0.585102,1
deepface,FF,10,cfp-dataset\Data\Images\460\frontal\07.jpg,cfp-dataset\Data\Images\460\frontal\10.jpg,0.693825,1
deepface,FF,10,cfp-dataset\Data\Images\460\frontal\05.jpg,cfp-dataset\Data\Images\460\frontal\01.jpg,0.716408,1
deepface,FF,10,cfp-dataset\Data\Images\460\frontal\02.jpg,cfp-dataset\Data\Images\460\frontal\09.jpg,0.685244,1
deepface,FF,10,cfp-dataset\Data\Images\460\frontal\06.jpg,cfp-dataset\Data\Images\460\frontal\03.jpg,0.544645,1
deepface,FF,10,cfp-dataset\Data\Images\461\frontal\07.jpg,cfp-dataset\Data\Images\461\frontal\08.jpg,0.623747,1
deepface,FF,10,cfp-dataset\Data\Images\461\frontal\09.jpg,cfp-dataset\Data\Images\461\frontal\10.jpg,0.626490,1
deepface,FF,10,cfp-dataset\Data\Images\461\frontal\04.jpg,cfp-dataset\Data\Images\461\frontal\01.jpg,0.460517,1
deepface,FF,10,cfp-dataset\Data\Images\461\frontal\05.jpg,cfp-dataset\Data\Images\461\frontal\07.jpg,0.747712,1
deepface,FF,10,cfp-dataset\Data\Images\461\frontal\02.jpg,cfp-dataset\Data\Images\461\frontal\04.jpg,0.465034,1
deepface,FF,10,cfp-dataset\Data\Images\461\frontal\08.jpg,cfp-dataset\Data\Images\461\frontal\07.jpg,0.623747,1
deepface,FF,10,cfp-dataset\Data\Images\461\frontal\03.jpg,cfp-dataset\Data\Images\461\frontal\05.jpg,0.736906,1
deepface,FF,10,cfp-dataset\Data\Images\462\frontal\08.jpg,cfp-dataset\Data\Images\462\frontal\02.jpg,0.707112,1
deepface,FF,10,cfp-dataset\Data\Images\462\frontal\06.jpg,cfp-dataset\Data\Images\462\frontal\09.jpg,0.650510,1
deepface,FF,10,cfp-dataset\Data\Images\462\frontal\07.jpg,cfp-dataset\Data\Images\462\frontal\10.jpg,-0.094884,1
deepface,FF,10,cfp-dataset\Data\Images\462\frontal\01.jpg,cfp-dataset\Data\Images\462\frontal\03.jpg,0.079223,1
deepface,FF,10,cfp-dataset\Data\Images\462\frontal\09.jpg,cfp-dataset\Data\Images\462\frontal\08.jpg,0.652435,1
deepface,FF,10,cfp-dataset\Data\Images\462\frontal\02.jpg,cfp-dataset\Data\Images\462\frontal\01.jpg,0.820875,1
deepface,FF,10,cfp-dataset\Data\Images\462\frontal\02.jpg,cfp-dataset\Data\Images\462\frontal\10.jpg,-0.042768,1
deepface,FF,10,cfp-dataset\Data\Images\463\frontal\08.jpg,cfp-dataset\Data\Images\463\frontal\03.jpg,0.515743,1
deepface,FF,10,cfp-dataset\Data\Images\463\frontal\07.jpg,cfp-dataset\Data\Images\463\frontal\01.jpg,0.695945,1
deepface,FF,10,cfp-dataset\Data\Images\463\frontal\05.jpg,cfp-dataset\Data\Images\463\frontal\06.jpg,0.645889,1
deepface,FF,10,cfp-dataset\Data\Images\463\frontal\10.jpg,cfp-dataset\Data\Images\463\frontal\08.jpg,0.828630,1
deepface,FF,10,cfp-dataset\Data\Images\463\frontal\02.jpg,cfp-dataset\Data\Images\463\frontal\03.jpg,0.397250,1
deepface,FF,10,cfp-dataset\Data\Images\463\frontal\10.jpg,cfp-dataset\Data\Images\463\frontal\01.jpg,0.771246,1
deepface,FF,10,cfp-dataset\Data\Images\463\frontal\01.jpg,cfp-dataset\Data\Images\463\frontal\02.jpg,0.924609,1
deepface,FF,10,cfp-dataset\Data\Images\464\frontal\05.jpg,cfp-dataset\Data\Images\464\frontal\02.jpg,0.662837,1
deepface,FF,10,cfp-dataset\Data\Images\464\frontal\06.jpg,cfp-dataset\Data\Images\464\frontal\02.jpg,0.786251,1
deepface,FF,10,cfp-dataset\Data\Images\464\frontal\02.jpg,cfp-dataset\Data\Images\464\frontal\04.jpg,0.557380,1
deepface,FF,10,cfp-dataset\Data\Images\464\frontal\05.jpg,cfp-dataset\Data\Images\464\frontal\08.jpg,0.816028,1
deepface,FF,10,cfp-dataset\Data\Images\464\frontal\05.jpg,cfp-dataset\Data\Images\464\frontal\04.jpg,0.700275,1
deepface,FF,10,cfp-dataset\Data\Images\464\frontal\08.jpg,cfp-dataset\Data\Images\464\frontal\10.jpg,0.784564,1
deepface,FF,10,cfp-dataset\Data\Images\464\frontal\04.jpg,cfp-dataset\Data\Images\464\frontal\06.jpg,0.699697,1
deepface,FF,10,cfp-dataset\Data\Images\465\frontal\02.jpg,cfp-dataset\Data\Images\465\frontal\10.jpg,0.742354,1
deepface,FF,10,cfp-dataset\Data\Images\465\frontal\01.jpg,cfp-dataset\Data\Images\465\frontal\10.jpg,0.804402,1
deepface,FF,10,cfp-dataset\Data\Images\465\frontal\05.jpg,cfp-dataset\Data\Images\465\frontal\06.jpg,0.733436,1
deepface,FF,10,cfp-dataset\Data\Images\465\frontal\03.jpg,cfp-dataset\Data\Images\465\frontal\02.jpg,0.630220,1
deepface,FF,10,cfp-dataset\Data\Images\465\frontal\08.jpg,cfp-dataset\Data\Images\465\frontal\01.jpg,0.669466,1
deepface,FF,10,cfp-dataset\Data\Images\465\frontal\01.jpg,cfp-dataset\Data\Images\465\frontal\02.jpg,0.697204,1
deepface,FF,10,cfp-dataset\Data\Images\465\frontal\09.jpg,cfp-dataset\Data\Images\465\frontal\04.jpg,0.751762,1
deepface,FF,10,cfp-dataset\Data\Images\466\frontal\07.jpg,cfp-dataset\Data\Images\466\frontal\08.jpg,0.658013,1
deepface,FF,10,cfp-dataset\Data\Images\466\frontal\01.jpg,cfp-dataset\Data\Images\466\frontal\02.jpg,0.608869,1
deepface,FF,10,cfp-dataset\Data\Images\466\frontal\01.jpg,cfp-dataset\Data\Images\466\frontal\09.jpg,0.535723,1
deepface,FF,10,cfp-dataset\Data\Images\466\frontal\03.jpg,cfp-dataset\Data\Images\466\frontal\04.jpg,0.630508,1
deepface,FF,10,cfp-dataset\Data\Images\466\frontal\02.jpg,cfp-dataset\Data\Images\466\frontal\09.jpg,0.643946,1
deepface,FF,10,cfp-dataset\Data\Images\466\frontal\04.jpg,cfp-dataset\Data\Images\466\frontal\03.jpg,0.630508,1
deepface,FF,10,cfp-dataset\Data\Images\466\frontal\06.jpg,cfp-dataset\Data\Images\466\frontal\02.jpg,0.583668,1
deepface,FF,10,cfp-dataset\Data\Images\467\frontal\01.jpg,cfp-dataset\Data\Images\467\frontal\04.jpg,0.770712,1
deepface,FF,10,cfp-dataset\Data\Images\467\frontal\03.jpg,cfp-dataset\Data\Images\467\frontal\02.jpg,0.664311,1
deepface,FF,10,cfp-dataset\Data\Images\467\frontal\09.jpg,cfp-dataset\Data\Images\467\frontal\01.jpg,0.724422,1
deepface,FF,10,cfp-dataset\Data\Images\467\frontal\07.jpg,cfp-dataset\Data\Images\467\frontal\06.jpg,0.727284,1
deepface,FF,10,cfp-dataset\Data\Images\467\frontal\09.jpg,cfp-dataset\Data\Images\467\frontal\04.jpg,0.689785,1
deepface,FF,10,cfp-dataset\Data\Images\467\frontal\10.jpg,cfp-dataset\Data\Images\467\frontal\01.jpg,0.843332,1
deepface,FF,10,cfp-dataset\Data\Images\467\frontal\07.jpg,cfp-dataset\Data\Images\467\frontal\01.jpg,0.682008,1
deepface,FF,10,cfp-dataset\Data\Images\468\frontal\03.jpg,cfp-dataset\Data\Images\468\frontal\07.jpg,0.951364,1
deepface,FF,10,cfp-dataset\Data\Images\468\frontal\04.jpg,cfp-dataset\Data\Images\468\frontal\05.jpg,0.412942,1
deepface,FF,10,cfp-dataset\Data\Images\468\frontal\07.jpg,cfp-dataset\Data\Images\468\frontal\02.jpg,0.533524,1
deepface,FF,10,cfp-dataset\Data\Images\468\frontal\02.jpg,cfp-dataset\Data\Images\468\frontal\06.jpg,0.300359,1
deepface,FF,10,cfp-dataset\Data\Images\468\frontal\01.jpg,cfp-dataset\Data\Images\468\frontal\04.jpg,0.470992,1
deepface,FF,10,cfp-dataset\Data\Images\468\frontal\09.jpg,cfp-dataset\Data\Images\468\frontal\04.jpg,0.725676,1
deepface,FF,10,cfp-dataset\Data\Images\468\frontal\08.jpg,cfp-dataset\Data\Images\468\frontal\05.jpg,0.290636,1
deepface,FF,10,cfp-dataset\Data\Images\469\frontal\08.jpg,cfp-dataset\Data\Images\469\frontal\06.jpg,0.569440,1
deepface,FF,10,cfp-dataset\Data\Images\469\frontal\05.jpg,cfp-dataset\Data\Images\469\frontal\04.jpg,0.847627,1
deepface,FF,10,cfp-dataset\Data\Images\469\frontal\10.jpg,cfp-dataset\Data\Images\469\frontal\08.jpg,0.723667,1
deepface,FF,10,cfp-dataset\Data\Images\469\frontal\01.jpg,cfp-dataset\Data\Images\469\frontal\08.jpg,0.643489,1
deepface,FF,10,cfp-dataset\Data\Images\469\frontal\06.jpg,cfp-dataset\Data\Images\469\frontal\03.jpg,0.629251,1
deepface,FF,10,cfp-dataset\Data\Images\469\frontal\04.jpg,cfp-dataset\Data\Images\469\frontal\01.jpg,0.774458,1
deepface,FF,10,cfp-dataset\Data\Images\469\frontal\10.jpg,cfp-dataset\Data\Images\469\frontal\01.jpg,0.627968,1
deepface,FF,10,cfp-dataset\Data\Images\470\frontal\05.jpg,cfp-dataset\Data\Images\470\frontal\06.jpg,0.798965,1
deepface,FF,10,cfp-dataset\Data\Images\470\frontal\06.jpg,cfp-dataset\Data\Images\470\frontal\09.jpg,0.603232,1
deepface,FF,10,cfp-dataset\Data\Images\470\frontal\07.jpg,cfp-dataset\Data\Images\470\frontal\05.jpg,0.716917,1
deepface,FF,10,cfp-dataset\Data\Images\470\frontal\07.jpg,cfp-dataset\Data\Images\470\frontal\06.jpg,0.777045,1
deepface,FF,10,cfp-dataset\Data\Images\470\frontal\03.jpg,cfp-dataset\Data\Images\470\frontal\05.jpg,0.705714,1
deepface,FF,10,cfp-dataset\Data\Images\470\frontal\05.jpg,cfp-dataset\Data\Images\470\frontal\02.jpg,0.631815,1
deepface,FF,10,cfp-dataset\Data\Images\470\frontal\06.jpg,cfp-dataset\Data\Images\470\frontal\05.jpg,0.798965,1
deepface,FF,10,cfp-dataset\Data\Images\471\frontal\07.jpg,cfp-dataset\Data\Images\471\frontal\01.jpg,0.751276,1
deepface,FF,10,cfp-dataset\Data\Images\471\frontal\09.jpg,cfp-dataset\Data\Images\471\frontal\08.jpg,0.509046,1
deepface,FF,10,cfp-dataset\Data\Images\471\frontal\04.jpg,cfp-dataset\Data\Images\471\frontal\01.jpg,0.718393,1
deepface,FF,10,cfp-dataset\Data\Images\471\frontal\05.jpg,cfp-dataset\Data\Images\471\frontal\08.jpg,0.753090,1
deepface,FF,10,cfp-dataset\Data\Images\471\frontal\06.jpg,cfp-dataset\Data\Images\471\frontal\07.jpg,0.637648,1
deepface,FF,10,cfp-dataset\Data\Images\471\frontal\02.jpg,cfp-dataset\Data\Images\471\frontal\04.jpg,0.775813,1
deepface,FF,10,cfp-dataset\Data\Images\471\frontal\03.jpg,cfp-dataset\Data\Images\471\frontal\02.jpg,0.798280,1
deepface,FF,10,cfp-dataset\Data\Images\472\frontal\09.jpg,cfp-dataset\Data\Images\472\frontal\06.jpg,0.663083,1
deepface,FF,10,cfp-dataset\Data\Images\472\frontal\02.jpg,cfp-dataset\Data\Images\472\frontal\04.jpg,0.472036,1
deepface,FF,10,cfp-dataset\Data\Images\472\frontal\03.jpg,cfp-dataset\Data\Images\472\frontal\10.jpg,0.629965,1
deepface,FF,10,cfp-dataset\Data\Images\472\frontal\02.jpg,cfp-dataset\Data\Images\472\frontal\10.jpg,0.423774,1
deepface,FF,10,cfp-dataset\Data\Images\472\frontal\06.jpg,cfp-dataset\Data\Images\472\frontal\05.jpg,0.761655,1
deepface,FF,10,cfp-dataset\Data\Images\472\frontal\09.jpg,cfp-dataset\Data\Images\472\frontal\01.jpg,0.475896,1
deepface,FF,10,cfp-dataset\Data\Images\472\frontal\09.jpg,cfp-dataset\Data\Images\472\frontal\02.jpg,0.696491,1
deepface,FF,10,cfp-dataset\Data\Images\473\frontal\06.jpg,cfp-dataset\Data\Images\473\frontal\02.jpg,0.802873,1
deepface,FF,10,cfp-dataset\Data\Images\473\frontal\03.jpg,cfp-dataset\Data\Images\473\frontal\08.jpg,0.926844,1
deepface,FF,10,cfp-dataset\Data\Images\473\frontal\09.jpg,cfp-dataset\Data\Images\473\frontal\06.jpg,-0.024172,1
deepface,FF,10,cfp-dataset\Data\Images\473\frontal\03.jpg,cfp-dataset\Data\Images\473\frontal\07.jpg,0.761189,1
deepface,FF,10,cfp-dataset\Data\Images\473\frontal\01.jpg,cfp-dataset\Data\Images\473\frontal\09.jpg,-0.082591,1
deepface,FF,10,cfp-dataset\Data\Images\473\frontal\01.jpg,cfp-dataset\Data\Images\473\frontal\03.jpg,0.815183,1
deepface,FF,10,cfp-dataset\Data\Images\473\frontal\07.jpg,cfp-dataset\Data\Images\473\frontal\05.jpg,0.662203,1
deepface,FF,10,cfp-dataset\Data\Images\474\frontal\02.jpg,cfp-dataset\Data\Images\474\frontal\08.jpg,0.840792,1
deepface,FF,10,cfp-dataset\Data\Images\474\frontal\10.jpg,cfp-dataset\Data\Images\474\frontal\02.jpg,0.781223,1
deepface,FF,10,cfp-dataset\Data\Images\474\frontal\04.jpg,cfp-dataset\Data\Images\474\frontal\06.jpg,0.983951,1
deepface,FF,10,cfp-dataset\Data\Images\474\frontal\10.jpg,cfp-dataset\Data\Images\474\frontal\06.jpg,0.677067,1
deepface,FF,10,cfp-dataset\Data\Images\474\frontal\10.jpg,cfp-dataset\Data\Images\474\frontal\01.jpg,0.546098,1
deepface,FF,10,cfp-dataset\Data\Images\474\frontal\09.jpg,cfp-dataset\Data\Images\474\frontal\07.jpg,0.809582,1
deepface,FF,10,cfp-dataset\Data\Images\474\frontal\01.jpg,cfp-dataset\Data\Images\474\frontal\10.jpg,0.546098,1
deepface,FF,10,cfp-dataset\Data\Images\475\frontal\07.jpg,cfp-dataset\Data\Images\475\frontal\05.jpg,0.558136,1
deepface,FF,10,cfp-dataset\Data\Images\475\frontal\01.jpg,cfp-dataset\Data\Images\475\frontal\08.jpg,0.604270,1
deepface,FF,10,cfp-dataset\Data\Images\475\frontal\03.jpg,cfp-dataset\Data\Images\475\frontal\10.jpg,0.379995,1
deepface,FF,10,cfp-dataset\Data\Images\475\frontal\03.jpg,cfp-dataset\Data\Images\475\frontal\04.jpg,0.435568,1
deepface,FF,10,cfp-dataset\Data\Images\475\frontal\07.jpg,cfp-dataset\Data\Images\475\frontal\10.jpg,0.671288,1
deepface,FF,10,cfp-dataset\Data\Images\475\frontal\10.jpg,cfp-dataset\Data\Images\475\frontal\07.jpg,0.671288,1
deepface,FF,10,cfp-dataset\Data\Images\475\frontal\09.jpg,cfp-dataset\Data\Images\475\frontal\07.jpg,0.484699,1
deepface,FF,10,cfp-dataset\Data\Images\476\frontal\01.jpg,cfp-dataset\Data\Images\476\frontal\08.jpg,0.628074,1
deepface,FF,10,cfp-dataset\Data\Images\476\frontal\08.jpg,cfp-dataset\Data\Images\476\frontal\01.jpg,0.628074,1
deepface,FF,10,cfp-dataset\Data\Images\476\frontal\06.jpg,cfp-dataset\Data\Images\476\frontal\07.jpg,0.691841,1
deepface,FF,10,cfp-dataset\Data\Images\476\frontal\05.jpg,cfp-dataset\Data\Images\476\frontal\04.jpg,0.758146,1
deepface,FF,10,cfp-dataset\Data\Images\476\frontal\01.jpg,cfp-dataset\Data\Images\476\frontal\06.jpg,0.676210,1
deepface,FF,10,cfp-dataset\Data\Images\476\frontal\07.jpg,cfp-dataset\Data\Images\476\frontal\06.jpg,0.691841,1
deepface,FF,10,cfp-dataset\Data\Images\476\frontal\02.jpg,cfp-dataset\Data\Images\476\frontal\08.jpg,0.692871,1
deepface,FF,10,cfp-dataset\Data\Images\477\frontal\06.jpg,cfp-dataset\Data\Images\477\frontal\08.jpg,0.609122,1
deepface,FF,10,cfp-dataset\Data\Images\477\frontal\06.jpg,cfp-dataset\Data\Images\477\frontal\07.jpg,0.597007,1
deepface,FF,10,cfp-dataset\Data\Images\477\frontal\05.jpg,cfp-dataset\Data\Images\477\frontal\03.jpg,0.511468,1
deepface,FF,10,cfp-dataset\Data\Images\477\frontal\06.jpg,cfp-dataset\Data\Images\477\frontal\04.jpg,0.589874,1
deepface,FF,10,cfp-dataset\Data\Images\477\frontal\03.jpg,cfp-dataset\Data\Images\477\frontal\07.jpg,0.639955,1
deepface,FF,10,cfp-dataset\Data\Images\477\frontal\01.jpg,cfp-dataset\Data\Images\477\frontal\08.jpg,0.799447,1
deepface,FF,10,cfp-dataset\Data\Images\477\frontal\07.jpg,cfp-dataset\Data\Images\477\frontal\06.jpg,0.597007,1
deepface,FF,10,cfp-dataset\Data\Images\478\frontal\04.jpg,cfp-dataset\Data\Images\478\frontal\05.jpg,0.767925,1
deepface,FF,10,cfp-dataset\Data\Images\478\frontal\03.jpg,cfp-dataset\Data\Images\478\frontal\06.jpg,0.864509,1
deepface,FF,10,cfp-dataset\Data\Images\478\frontal\08.jpg,cfp-dataset\Data\Images\478\frontal\03.jpg,0.775488,1
deepface,FF,10,cfp-dataset\Data\Images\478\frontal\06.jpg,cfp-dataset\Data\Images\478\frontal\07.jpg,0.741803,1
deepface,FF,10,cfp-dataset\Data\Images\478\frontal\10.jpg,cfp-dataset\Data\Images\478\frontal\02.jpg,0.840828,1
deepface,FF,10,cfp-dataset\Data\Images\478\frontal\03.jpg,cfp-dataset\Data\Images\478\frontal\05.jpg,0.851446,1
deepface,FF,10,cfp-dataset\Data\Images\478\frontal\02.jpg,cfp-dataset\Data\Images\478\frontal\06.jpg,0.749866,1
deepface,FF,10,cfp-dataset\Data\Images\479\frontal\03.jpg,cfp-dataset\Data\Images\479\frontal\06.jpg,0.636863,1
deepface,FF,10,cfp-dataset\Data\Images\479\frontal\05.jpg,cfp-dataset\Data\Images\479\frontal\03.jpg,0.698171,1
deepface,FF,10,cfp-dataset\Data\Images\479\frontal\07.jpg,cfp-dataset\Data\Images\479\frontal\10.jpg,0.659289,1
deepface,FF,10,cfp-dataset\Data\Images\479\frontal\09.jpg,cfp-dataset\Data\Images\479\frontal\02.jpg,0.649897,1
deepface,FF,10,cfp-dataset\Data\Images\479\frontal\04.jpg,cfp-dataset\Data\Images\479\frontal\02.jpg,0.852263,1
deepface,FF,10,cfp-dataset\Data\Images\479\frontal\06.jpg,cfp-dataset\Data\Images\479\frontal\02.jpg,0.765701,1
deepface,FF,10,cfp-dataset\Data\Images\479\frontal\08.jpg,cfp-dataset\Data\Images\479\frontal\06.jpg,0.908894,1
deepface,FF,10,cfp-dataset\Data\Images\480\frontal\05.jpg,cfp-dataset\Data\Images\480\frontal\10.jpg,0.919014,1
deepface,FF,10,cfp-dataset\Data\Images\480\frontal\07.jpg,cfp-dataset\Data\Images\480\frontal\10.jpg,0.617836,1
deepface,FF,10,cfp-dataset\Data\Images\480\frontal\02.jpg,cfp-dataset\Data\Images\480\frontal\04.jpg,0.899129,1
deepface,FF,10,cfp-dataset\Data\Images\480\frontal\09.jpg,cfp-dataset\Data\Images\480\frontal\10.jpg,0.442029,1
deepface,FF,10,cfp-dataset\Data\Images\480\frontal\04.jpg,cfp-dataset\Data\Images\480\frontal\02.jpg,0.899129,1
deepface,FF,10,cfp-dataset\Data\Images\480\frontal\10.jpg,cfp-dataset\Data\Images\480\frontal\01.jpg,0.798610,1
deepface,FF,10,cfp-dataset\Data\Images\480\frontal\05.jpg,cfp-dataset\Data\Images\480\frontal\03.jpg,0.632844,1
deepface,FF,10,cfp-dataset\Data\Images\481\frontal\05.jpg,cfp-dataset\Data\Images\481\frontal\10.jpg,0.714761,1
deepface,FF,10,cfp-dataset\Data\Images\481\frontal\05.jpg,cfp-dataset\Data\Images\481\frontal\01.jpg,0.832310,1
deepface,FF,10,cfp-dataset\Data\Images\481\frontal\08.jpg,cfp-dataset\Data\Images\481\frontal\07.jpg,0.864605,1
deepface,FF,10,cfp-dataset\Data\Images\481\frontal\06.jpg,cfp-dataset\Data\Images\481\frontal\01.jpg,0.629027,1
deepface,FF,10,cfp-dataset\Data\Images\481\frontal\02.jpg,cfp-dataset\Data\Images\481\frontal\05.jpg,0.741301,1
